Unnamed: 0,time,Q_D/Q_GBD,Q_e/Q_GBD
0,0.5,0.053503312000000004,0.001995586
1,1.0,0.10344647400000001,0.003933175
2,1.5,0.15318629100000003,0.004172389
3,2.0,0.20240650000000002,0.002302306
4,2.5,0.252090879,0.002173199
5,3.0,0.30173944100000005,0.0018802
6,3.5,0.35142871300000006,0.001832816
7,4.0,0.401470203,0.002196948
8,4.5,0.45171683900000004,0.002770021
9,5.0,0.502013053,0.003288755
10,5.5,0.552298472,0.003667366
11,6.0,0.6025374310000001,0.003892031
12,6.5,0.652808853,0.00402638
13,7.0,0.703202603,0.004162722
14,7.5,0.75376282,0.004393379
15,8.0,0.804519658,0.004834204
16,8.5,0.8555185190000001,0.005592076
17,9.0,0.906803231,0.006731426
18,9.5,0.958417198,0.00826909
19,10.0,1.010434746,0.0101750176399946
20,10.5,1.0629862884059549,0.012374139
21,11.0,1.1162560620000002,0.0147720417007803
22,11.5,1.1704906556755306,0.017346894
23,12.0,1.2260293222963812,0.0202886313199996
24,12.5,1.283315722,0.024024621
25,13.0,1.342887777,0.0290329791605472
26,13.5,1.4053868226706983,0.035580549
27,14.0,1.4716133040000001,0.043671675
28,14.5,1.542671268,0.053436007
29,15.0,1.6201423779129982,0.065500565
30,15.5,1.7061439335346222,0.080711082
31,16.0,1.8034562081098557,0.100263812
32,16.5,1.9159527957439424,0.1257609277963638
33,17.0,2.048148971796036,0.1587460190057754
34,17.5,2.2051195204257965,0.2010585367679596
35,18.0,2.394933986663818,0.2552062273025512
36,18.5,2.626673138141632,0.3235293626785278
37,19.0,2.914514207839966,0.4130728840827942
38,19.5,3.277509164810181,0.5341144800186157
39,20.0,3.7369478940963745,0.6978995203971863
40,20.5,4.3221600532531745,0.9171839356422424
41,21.0,5.054451799000001,1.1984050273895264
42,21.5,5.97708215713501,1.5588136911392212
43,22.0,7.137442779541016,2.026013135910034
44,22.5,8.570631504058838,2.6174750328063965
45,23.0,10.327713775634766,3.360828399658203
46,23.5,12.473712539672851,4.286399841308594
47,24.0,15.082969093322754,5.433457374572754
48,24.5,18.215174865722656,6.841264724731445
49,25.0,21.880016326904297,8.510172843933105
50,25.5,26.049961853027344,10.431463241577148
51,26.0,30.652764892578126,12.617466926574709
52,26.5,35.58813705444336,15.009368896484377
53,27.0,40.48664016723633,17.420495986938477
54,27.5,45.19698715209961,19.72279167175293
55,28.0,49.6648452758789,22.13559913635254
56,28.5,52.310220336914064,23.73873519897461
57,29.0,52.40735092163086,24.099903106689453
58,29.5,51.76348037719727,23.891862869262695
59,30.0,49.68902969360352,23.03316879272461
60,30.5,48.13155059814453,21.939712524414062
61,31.0,49.30017242431641,21.181264877319336
62,31.5,50.64025726318359,21.78322982788086
63,32.0,49.88271255493164,21.407936096191406
64,32.5,47.35245513916016,20.29943848
65,33.0,43.991276550292966,19.28301429748535
66,33.5,39.09628067016602,17.29799461364746
67,34.0,35.65851058959961,15.27932071685791
68,34.5,31.991471481323238,13.216510772705078
69,35.0,28.846893310546875,11.884275436401367
70,35.5,26.46257095336914,11.043058395385742
71,36.0,25.17658576965332,10.431244850158691
72,36.5,24.16882743835449,9.781089782714844
73,37.0,23.652505111694335,9.359481811523438
74,37.5,23.13932991027832,9.174330711364746
75,38.0,22.83738021850586,8.950928688049316
76,38.5,22.783078765869142,8.960651397705078
77,39.0,22.582275772094725,8.848208427
78,39.5,22.638854217529296,8.720871925354004
79,40.0,22.36975098,8.378590584
80,40.5,22.57678680419922,8.319032669067383
81,41.0,22.42691002,8.131409645080566
82,41.5,22.621738815307616,8.153639793395996
83,42.0,23.174302291870116,8.395318984985352
84,42.5,23.545639038085938,8.560392379760742
85,43.0,24.268597412109376,8.812397003173828
86,43.5,25.053702926635747,8.998226165771484
87,44.0,25.6396469116211,9.109807014465332
88,44.5,25.796488952636718,8.965966225
89,45.0,25.96729278564453,8.739093780517578
90,45.5,26.020909118652344,8.594657897949219
91,46.0,26.12729415893555,8.620486259
92,46.5,26.22948875427246,8.749072074890137
93,47.0,26.557385635375976,9.09190273284912
94,47.5,27.764057159423828,9.846804619
95,48.0,28.94193344116211,10.350245475769045
96,48.5,30.09053955078125,10.578978538513184
97,49.0,31.208904647827147,10.779274940490724
98,49.5,32.13813705444336,10.993318557739258
99,50.0,32.82711982727051,11.04734230041504
100,50.5,33.82613067626953,11.217918395996094
101,51.0,35.462855911254884,11.754465103149414
102,51.5,36.40832176208496,12.099321365356444
103,52.0,38.234221649169925,12.88315486907959
104,52.5,40.05433273,13.882734298706056
105,53.0,42.17899780273437,14.931317329406738
106,53.5,44.06884536743164,16.129791259765625
107,54.0,46.09734191894531,17.309768676757812
108,54.5,47.649775695800784,17.87683868408203
109,55.0,50.01787567138672,18.47538948059082
110,55.5,51.878754425048825,18.824329376220703
111,56.0,53.173902130126955,19.009544372558594
112,56.5,54.34297409057617,19.431352615356445
113,57.0,55.48163528442383,20.102170944213867
114,57.5,54.90731048583984,20.094993591308594
115,58.0,56.256466674804685,20.531784057617188
116,58.5,54.12924346923828,19.937034606933594
117,59.0,51.46534957885742,19.11540412902832
118,59.5,46.846186828613284,17.366933822631836
119,60.0,40.61157227,14.509481430053713
120,60.5,37.56136207580566,13.212672233581545
121,61.0,35.392537689208986,12.388282775878906
122,61.5,33.32492294311523,11.68580722808838
123,62.0,32.13425750732422,11.163442611694336
124,62.5,31.592100143432617,10.951541900634766
125,63.0,30.767931747436524,10.470486640930176
126,63.5,30.305581665039064,10.182405471801758
127,64.0,29.48956718444824,9.797317504882812
128,64.5,29.20852584838867,9.80174160003662
129,65.0,28.37063980102539,9.529353141784668
130,65.5,27.856737899780274,9.281290054321287
131,66.0,27.795362091064455,9.144362449645996
132,66.5,27.215862655639647,8.918968200683594
133,67.0,26.960231018066406,8.681615829467773
134,67.5,27.271848678588867,8.771418571472168
135,68.0,27.945875930786134,8.963659286499023
136,68.5,28.663201904296876,9.159552574157717
137,69.0,28.922146224975585,9.054686546325684
138,69.5,29.22590560913086,8.983770370483398
139,70.0,29.43593978881836,8.928595542907715
140,70.5,29.494211959838868,9.019585609436035
141,71.0,29.197253799438478,8.946213722229004
142,71.5,28.870979690551763,8.801283836364746
143,72.0,28.279084396362304,8.648988723754883
144,72.5,27.890043258666992,8.292991638183594
145,73.0,27.852913665771485,8.092134475708008
146,73.5,28.1019645690918,8.212386131286621
147,74.0,28.12832107543945,8.220112800598145
148,74.5,27.976695251464843,8.115412712097168
149,75.0,27.669218063354492,7.997763633728027
150,75.5,26.87873916625977,7.723923683166504
151,76.0,26.800075149536134,7.67098856
152,76.5,26.898144149780272,7.843167304992676
153,77.0,27.03868408203125,8.091004371643066
154,77.5,27.05992126464844,8.121499061584473
155,78.0,27.412857818603516,8.136456489562988
156,78.5,27.677522277832033,8.144317626953125
157,79.0,27.875528717041014,8.275760650634766
158,79.5,28.037421417236327,8.333057403564453
159,80.0,28.09010124206543,8.321533203
160,80.5,28.59435157775879,8.480332374572754
161,81.0,28.91355094909668,8.619731903076172
162,81.5,29.741049194335936,8.871364594
163,82.0,30.657624435424808,9.231009483337402
164,82.5,31.525615692138672,9.535318374633787
165,83.0,32.17080192565918,9.765381813049316
166,83.5,32.466865158081056,9.866750717163086
167,84.0,32.59622230529785,9.959982872009276
168,84.5,32.74536056518555,10.055423736572266
169,85.0,32.777931213378906,10.128209114074709
170,85.5,32.837393569946286,10.078234672546388
171,86.0,32.81029090881348,9.968626022338867
172,86.5,32.76000633239746,9.941518783569336
173,87.0,32.9199878692627,10.034770011901855
174,87.5,33.23555946350098,10.215795516967772
175,88.0,33.81849365234375,10.356204986572266
176,88.5,34.92977104187012,10.751946449279783
177,89.0,36.46011581420898,11.390336036682127
178,89.5,37.512440872192386,11.854031562805176
179,90.0,38.348968505859375,12.16991138458252
180,90.5,38.74622993469238,12.310691833496094
181,91.0,39.304639434814455,12.604304313659668
182,91.5,40.120849990844725,13.036384582519531
183,92.0,41.13684196472168,13.510648727416992
184,92.5,41.91603469848633,13.914474487304688
185,93.0,42.89993743896484,14.367412567138672
186,93.5,43.22133026123047,14.589232444763184
187,94.0,44.77620162963867,15.180177688598633
188,94.5,44.763484191894534,15.051647186279297
189,95.0,45.08454513549805,14.932806968688965
190,95.5,45.06682662963867,14.780430793762209
191,96.0,45.82795867919922,14.689874649047852
192,96.5,45.09070816040039,14.29139804840088
193,97.0,43.90698165893555,13.851520538330078
194,97.5,42.96475601196289,13.40494441986084
195,98.0,42.95860748291015,13.209470748901367
196,98.5,43.57959899902344,13.570053100585938
197,99.0,44.230604553222655,13.898221015930176
198,99.5,44.476409149169925,13.94344711303711
199,100.0,44.62875747680664,13.805420875549316
200,100.5,44.589535522460935,13.66550636291504
201,101.0,44.33062896728516,13.518193244934082
202,101.5,41.948311233520506,12.68188190460205
203,102.0,40.71688766479492,11.832883834838867
204,102.5,41.19328308105469,11.635638236999512
205,103.0,41.484629440307614,11.619391441345217
206,103.5,42.80139694213867,11.83809757232666
207,104.0,44.34750213623047,12.349427223205566
208,104.5,46.34904403686524,12.972728729248049
209,105.0,47.94499969482422,13.523297309875488
210,105.5,47.85527877807617,13.498212814331056
211,106.0,47.94518814086914,13.89892578
212,106.5,47.078443908691405,13.717714309692385
213,107.0,47.11981887817383,13.766803741455078
214,107.5,46.33348846435547,13.418656349182127
215,108.0,45.819664759999995,13.30639648
216,108.5,44.05774459838867,12.760939598083496
217,109.0,42.624702835083006,12.436156272888184
218,109.5,41.54901428222656,12.306462287902832
219,110.0,41.456979751586914,12.446249008178713
220,110.5,40.92144470214844,12.366703987121582
221,111.0,41.52086982727051,12.42046833
222,111.5,42.255058670043944,12.476651191711426
223,112.0,42.812792970000004,12.583292007446287
224,112.5,43.333248138427734,12.66070843
225,113.0,44.11834030151367,12.996597290039062
226,113.5,44.40778503417969,13.182531356811523
227,114.0,45.21792068481445,13.444908142089844
228,114.5,45.42269439697266,13.227460861206056
229,115.0,45.92876434326172,13.219717025756836
230,115.5,46.25724487304687,13.118484497070312
231,116.0,46.45263442993164,13.206873893737791
232,116.5,47.613111877441405,13.61057949066162
233,117.0,47.85230941772461,13.493693351745604
234,117.5,48.248348236083984,13.789548873901367
235,118.0,47.63001327514648,13.708106994628906
236,118.5,47.146401977539064,13.67143726348877
237,119.0,46.631327056884764,13.672333717346191
238,119.5,45.75573654174805,13.371910095214844
239,120.0,45.14881134033203,13.223073959350586
240,120.5,44.84785537719726,13.007821083068848
241,121.0,44.19225845336914,12.60845947265625
242,121.5,43.35867347717285,12.322769165039062
243,122.0,43.11169929504395,12.235359191894531
244,122.5,42.13033103942871,11.866128921508787
245,123.0,41.264488983154294,11.701648712158203
246,123.5,41.38827857971191,11.833629608154297
247,124.0,41.308031463623045,11.766743659973145
248,124.5,41.35579223632813,11.607096672058104
249,125.0,40.64396858215332,11.065869331359863
250,125.5,41.78979568481445,11.531932830810549
251,126.0,41.877889251708986,11.489656448364258
252,126.5,42.21611442565918,11.698824882507324
253,127.0,42.59064407348633,11.74707031
254,127.5,42.99557304382324,11.735095977783203
255,128.0,43.5576732635498,11.984452247619627
