Unnamed: 0,time,Q_D/Q_GBD,Q_e/Q_GBD
256,128.5,44.17898521,12.33428955078125
257,129.0,45.598219299316405,12.842985153198242
258,129.5,45.789302062988284,12.866336822509766
259,130.0,46.96527099609375,13.360673904418944
260,130.5,47.607147979736325,13.713752746582031
261,131.0,48.6,14.148377418518066
262,131.5,50.06598129272461,14.744596481323242
263,132.0,50.61219711303711,14.68528175354004
264,132.5,53.16221237182617,15.68256664276123
265,133.0,54.96269302368164,16.597919464111328
266,133.5,57.38490447998047,17.485958099365234
267,134.0,60.38810195922851,18.983057022094727
268,134.5,63.97856826782227,20.257699966430664
269,135.0,65.64070892333984,20.631057739257812
270,135.5,67.55487137,21.27655792236328
271,136.0,69.93008193969726,22.249242782592773
272,136.5,69.76544036865235,22.338376998901367
273,137.0,70.83909530639647,22.979772567749023
274,137.5,70.16426467895508,22.82234764099121
275,138.0,71.16365127563476,23.11005401611328
276,138.5,70.64287338256835,23.141571044921875
277,139.0,71.39029541015626,23.73774528503418
278,139.5,71.11466903686524,24.12835693359375
279,140.0,69.99670791625977,24.120792388916016
280,140.5,68.2261245727539,23.417633056640625
281,141.0,65.53516540527343,22.651432037353516
282,141.5,64.21451797485352,22.494104385375977
283,142.0,64.53717346191407,22.43684959411621
284,142.5,64.62701797485352,22.44208526611328
285,143.0,63.92512969970703,21.955169677734375
286,143.5,62.47204360961914,21.61271095275879
287,144.0,59.86786880493164,20.223905563354492
288,144.5,58.83817977905274,19.847749710083008
289,145.0,56.59650039672851,18.775615692138672
290,145.5,53.52613143920898,17.093660354614258
291,146.0,52.48790512084961,15.79192829
292,146.5,50.95403137207031,14.588733673095703
293,147.0,50.64699096679688,14.02509880065918
294,147.5,49.95399094,13.795157432556152
295,148.0,48.214299011230466,13.129890441894531
296,148.5,46.78385887145996,12.415474891662598
297,149.0,45.12751426696777,11.778203964233398
298,149.5,44.55744094848633,11.53482437133789
299,150.0,43.123605728149414,10.884904861450195
300,150.5,43.26469688415527,10.954469680786133
301,151.0,43.39698753356934,10.888633728027344
302,151.5,43.30323829650879,10.837342262268066
303,152.0,42.89369506835938,10.67715835571289
304,152.5,43.37536811828613,10.93153953552246
305,153.0,44.23240737915039,11.221267700195312
306,153.5,44.84593925476075,11.582599639892578
307,154.0,45.14950408935547,11.645200729370115
308,154.5,47.278845977783206,12.468207359313965
309,155.0,48.80913543701172,12.957590103149414
310,155.5,50.053314971923825,13.27690887451172
311,156.0,52.190206146240236,13.99013328552246
312,156.5,53.61350098,14.592324256896973
313,157.0,54.617312622070315,14.831273078918455
314,157.5,56.07289505004883,15.462702751159668
315,158.0,57.25077133178711,15.827564239501951
316,158.5,57.583760833740236,15.844930648803713
317,159.0,57.47198715209961,15.769783973693848
318,159.5,56.50025482177735,15.661298751831056
319,160.0,55.90396881103515,15.235861778259276
320,160.5,55.838619995117185,15.156390190124512
321,161.0,55.25804290771485,14.91281509399414
322,161.5,56.15601196289063,15.226882934570312
323,162.0,56.90466995239258,15.391014099121094
324,162.5,56.27177047729492,14.969582557678224
325,163.0,55.977814483642575,15.065252304077148
326,163.5,55.79869613647461,15.199286460876465
327,164.0,56.74399032592774,15.919650077819824
328,164.5,56.626025389999995,16.022171020507812
329,165.0,56.95473861694336,16.061872482299805
330,165.5,59.14514236450195,17.099628448486328
331,166.0,58.87264404296875,16.73392677307129
332,166.5,60.14194717407227,17.05716323852539
333,167.0,61.85953445,17.65540123
334,167.5,62.41087723,17.59864616394043
335,168.0,64.64301758,18.40079689025879
336,168.5,66.41353378295898,19.044403076171875
337,169.0,66.94127502441407,19.27277374267578
338,169.5,67.07852859,19.63152503967285
339,170.0,66.60053253173828,19.629379272460938
340,170.5,67.29808502197265,20.553281784057617
341,171.0,66.92754898071288,20.625293731689453
342,171.5,65.53095092773438,20.132570266723633
343,172.0,64.19314498901367,19.45018768310547
344,172.5,61.20328140258789,17.96065330505371
345,173.0,60.717846679999994,17.781444549560547
346,173.5,59.06950912475586,17.025487899780273
347,174.0,57.83122863769532,16.69463539123535
348,174.5,57.09197158813477,16.35034942626953
349,175.0,56.28126525878906,15.96507167816162
350,175.5,56.0175064086914,15.878628730773926
351,176.0,55.78214797973633,15.832797050476074
352,176.5,56.25177612304688,16.032556533813477
353,177.0,56.94763870239258,16.179302215576172
354,177.5,56.99246597290039,15.860906600952148
355,178.0,57.668003845214855,15.819818496704102
356,178.5,56.23731002807617,15.184388160705566
357,179.0,55.64003601074219,14.943596839904783
358,179.5,56.20595474243164,14.989529609680176
359,180.0,56.878273010253906,14.88197898864746
360,180.5,57.30196838378906,15.060925483703612
361,181.0,58.15305862426758,15.29738712310791
362,181.5,59.26264801025391,15.855388641357422
363,182.0,61.26383133,16.700973510742188
364,182.5,61.62493515014648,16.54782485961914
365,183.0,63.82791595458984,17.279170989990234
366,183.5,64.42178497314453,17.337190628051758
367,184.0,64.54200973510743,16.977373123168945
368,184.5,65.80850524902344,17.144168853759766
369,185.0,66.96437454223633,17.88355064
370,185.5,68.14392547607422,18.334148406982425
371,186.0,70.23245010375976,19.328216552734375
372,186.5,70.8824676513672,19.688337326049805
373,187.0,72.41088409423828,20.383485794067383
374,187.5,72.03136444091797,20.680849075317383
375,188.0,71.83942489624023,20.48296356201172
376,188.5,70.45111618041992,19.987716674804688
377,189.0,68.88892974853515,19.368316650390625
378,189.5,68.13505477905274,19.27779960632324
379,190.0,66.67847442626953,18.65823745727539
380,190.5,64.6821678161621,18.20256805419922
381,191.0,64.73698577880859,18.179136276245117
382,191.5,65.50440826416016,18.224695205688477
383,192.0,66.80004425048828,18.63947296142578
384,192.5,68.4930191040039,19.432514190673828
385,193.0,70.68948822021486,20.357316970825195
386,193.5,71.82286987304687,20.901872634887695
387,194.0,72.80393066,21.134918212890625
388,194.5,71.78154297,20.561180114746097
389,195.0,72.19981384277344,20.82356834411621
390,195.5,71.92774276733398,20.79562759399414
391,196.0,70.48674163818359,20.195743560791016
392,196.5,70.69043197631837,20.20659446716309
393,197.0,70.53723449707032,20.435827255249023
394,197.5,68.28471755981445,19.482582092285156
395,198.0,66.27491073608398,18.48123550415039
396,198.5,64.50158462524413,17.986494064331055
397,199.0,63.46715393066407,17.708145141601562
398,199.5,60.42762680053711,16.40361976623535
399,200.0,59.13002014160156,15.638980865478516
400,200.5,58.05678253173828,14.968462944030762
401,201.0,56.742898559570314,14.351409912109377
402,201.5,56.45068969726563,14.08230972290039
403,202.0,56.30853958129883,13.961102485656738
404,202.5,55.01926040649414,13.18741512298584
405,203.0,54.83039932250976,12.938547134399414
406,203.5,54.249490356445314,13.023552894592283
407,204.0,54.09438171386719,13.13596248626709
408,204.5,52.52282638549805,12.72311782836914
409,205.0,52.06315994262695,12.616443634033203
410,205.5,50.93241195678711,12.25573444366455
411,206.0,51.09995994567871,12.467524528503418
412,206.5,50.861914060000004,12.379715919494627
413,207.0,50.83250732421875,12.41310691833496
414,207.5,51.31542205810547,12.560654640197754
415,208.0,51.70447998046875,12.770560264587402
416,208.5,52.20536766052246,12.936570167541504
417,209.0,53.12971343994141,13.432934761047363
418,209.5,52.986907196044925,13.472280502319336
419,210.0,52.22379684448242,13.195892333984377
420,210.5,51.85315589904785,13.029088020324709
421,211.0,52.13348541259766,13.069425582885742
422,211.5,51.97221221923829,12.801033020019531
423,212.0,52.4534294128418,12.983980178833008
424,212.5,53.460479736328125,13.357832908630373
425,213.0,54.33871154785156,13.800800323486328
426,213.5,54.877027130126955,13.751680374145508
427,214.0,55.9769043,14.122173309326172
428,214.5,56.20877380371094,14.279662132263184
429,215.0,57.60529708862305,14.644574165344238
430,215.5,58.679222869873044,15.012847900390623
431,216.0,59.190606689453126,15.154308319091797
432,216.5,60.11594238000001,15.522415161132812
433,217.0,60.04383773803711,15.542953491210938
434,217.5,62.12972259521485,16.50343132019043
435,218.0,63.51688079833984,17.43155860900879
436,218.5,64.01292572021485,17.539331436157227
437,219.0,65.37965621948243,18.383548736572266
438,219.5,66.30339736938477,18.88341522216797
439,220.0,67.13824081420898,19.318117141723633
440,220.5,67.61566619873047,19.640377044677734
441,221.0,68.1065918,19.78918457
442,221.5,67.62675323486329,19.47295379638672
443,222.0,67.37409896850586,18.929149627685547
444,222.5,67.7556381225586,18.871458053588867
445,223.0,69.33420639038086,19.443998336791992
446,223.5,69.44579467773437,19.387592315673828
447,224.0,69.58332290649415,19.08461570739746
448,224.5,68.17697830200196,18.021486282348633
449,225.0,67.66581726074219,17.436691284179688
450,225.5,67.42495040893554,17.198816299438477
451,226.0,68.2293487548828,17.180904388427734
452,226.5,69.07059326171876,17.247533798217773
453,227.0,70.02967758178711,17.296857833862305
454,227.5,68.85999298095703,16.60729217529297
455,228.0,69.72391967773437,16.892311096191406
456,228.5,69.19192657470703,16.756608963012695
457,229.0,69.37408676147462,17.09937858581543
458,229.5,68.04465408325196,16.97980499267578
459,230.0,67.05230712890625,16.739906311035156
460,230.5,67.02714233398437,16.764070510864258
461,231.0,66.00009307861328,16.67590332
462,231.5,65.68051758,16.589832305908203
463,232.0,63.88484497070313,15.684222221374512
464,232.5,63.14603042602539,15.29894733428955
465,233.0,61.23984222412109,14.61496925354004
466,233.5,61.62336883544922,14.811481475830078
467,234.0,61.13373413085938,14.402786254882812
468,234.5,60.86804885864258,14.488760948181152
469,235.0,59.65122985839844,14.090038299560549
470,235.5,57.92051391601562,13.571953773498535
471,236.0,55.184711070000006,12.529038429260254
472,236.5,53.57265129089356,11.564252853393556
473,237.0,52.088557434082034,11.027399063110352
474,237.5,50.64147186279297,10.211376190185549
475,238.0,50.66932563781738,10.249381065368652
476,238.5,50.64191589355469,10.175549507141112
477,239.0,50.807693862915045,10.33539104
478,239.5,50.50251502990723,10.36495304107666
479,240.0,50.40670585632324,10.25209617614746
480,240.5,50.59011726379394,10.237399101257324
481,241.0,50.64536247253418,10.075504302978516
482,241.5,50.5348877,9.81298542
483,242.0,51.43098373413086,9.957624435424805
484,242.5,51.76937675476074,10.089489936828612
485,243.0,52.09402732849121,10.081136703491213
486,243.5,52.915710067749025,10.076247215270996
487,244.0,54.426393890380865,10.387235641479492
488,244.5,55.35355682373047,10.480693817138672
489,245.0,57.21815109,11.022249221801758
490,245.5,58.82233505249023,11.686949729919434
491,246.0,60.75806198120117,12.39084243774414
492,246.5,63.770841979980474,13.567877769470217
493,247.0,66.32290573120117,14.541382789611816
494,247.5,68.60772705078125,15.412824630737305
495,248.0,70.71308975219726,16.16095542907715
496,248.5,72.15177688598632,16.72435951
497,249.0,74.26022186279297,17.485750198364258
498,249.5,76.33891602,18.18486785888672
499,250.0,77.30254745483398,18.707271575927734
500,250.5,77.36176376342773,18.669281005859375
501,251.0,76.60373458862304,18.128414154052734
502,251.5,75.93371047973633,17.652494430541992
503,252.0,76.56244201660157,18.092626571655273
504,252.5,76.16300964355469,18.28710365
505,253.0,75.03663330078125,17.899694442749023
506,253.5,75.4227081298828,18.267404556274418
507,254.0,75.18965377807618,18.232595443725582
508,254.5,76.27569122314453,18.86777114868164
509,255.0,77.08284378051758,19.537811279296875
510,255.5,77.55840377807617,19.996313095092773
511,256.0,77.01705703735352,19.94078063964844
512,256.5,77.58188858032227,20.36519432067871
513,257.0,76.55388184,20.08869743347168
514,257.5,75.14281463623047,19.565614700317383
515,258.0,73.01996307373047,18.385400772094727
516,258.5,70.56635437011718,17.366573333740234
517,259.0,70.39971008300782,17.03143310546875
518,259.5,67.77860946655274,16.06290054321289
519,260.0,68.49797058105469,16.331954956054688
520,260.5,67.05344467163086,15.992971420288086
521,261.0,67.81566009521485,16.532272338867188
522,261.5,67.51549377441407,16.35370445251465
523,262.0,67.72672195000001,16.27758217
524,262.5,66.67023086547852,15.898173332214355
525,263.0,66.81200485229492,15.858933448791504
526,263.5,67.47349319458007,16.108816146850586
527,264.0,67.2393898010254,16.256074905395508
528,264.5,68.16187973022461,16.358291625976562
529,265.0,67.9339370727539,16.424541473388672
530,265.5,67.85193328857422,16.229658126831055
531,266.0,66.64820251464843,15.732169151306152
532,266.5,66.97390594482422,15.852842330932615
533,267.0,66.10156173706055,15.574857711791992
534,267.5,66.64964676,16.10929298400879
535,268.0,67.74847488,16.58552360534668
536,268.5,69.08949813842773,17.417490005493164
537,269.0,70.80348052978515,17.813148498535156
538,269.5,73.89042587280274,18.94677162
539,270.0,76.21786117553711,20.219234466552734
540,270.5,78.53995208740234,21.58732795715332
541,271.0,81.3798614501953,22.73499870300293
542,271.5,83.9249252319336,23.808547973632812
543,272.0,84.87562866210938,23.785734176635746
544,272.5,86.71443939208984,24.554994583129883
545,273.0,87.26284103393554,24.847320556640625
546,273.5,85.79926452636718,24.23531723022461
547,274.0,84.08050765991212,23.906625747680664
548,274.5,80.2548439025879,22.896089553833008
549,275.0,74.99710464477539,20.822288513183594
550,275.5,69.7711685180664,18.59705352783203
551,276.0,65.90909348,17.111812591552734
552,276.5,62.399931335449224,15.81302261352539
553,277.0,60.17977066040039,14.971141815185549
554,277.5,58.150455474853516,13.619077682495115
555,278.0,58.00513534545898,13.412925720214844
556,278.5,57.77468070983887,13.053715705871582
557,279.0,58.20333328247071,12.647831916809082
558,279.5,58.61732025146485,12.56995677947998
559,280.0,58.53667068481445,11.995156288146973
560,280.5,58.55458145141601,11.723238945007324
561,281.0,58.470901107788094,11.480399131774902
562,281.5,57.13701667785645,10.95097541809082
563,282.0,56.75412864685059,10.744879722595217
564,282.5,56.58991813659668,10.53654956817627
565,283.0,56.54096107,10.585880279541016
566,283.5,56.95493087768555,10.666585922241213
567,284.0,57.29444732666016,10.812899589538574
568,284.5,57.406497192382815,10.607990264892578
569,285.0,58.153507232666016,10.71374512
570,285.5,58.76204566955566,11.007996559143066
571,286.0,59.038003540039064,11.15222454071045
572,286.5,59.255398178100585,11.619305610656738
573,287.0,58.738942337036136,11.874656677246094
574,287.5,58.26474380493164,11.662525177001951
575,288.0,58.151778030395505,11.657970428466797
576,288.5,57.923278427124025,11.724302291870115
577,289.0,57.82164039611817,11.829398155212402
578,289.5,57.889229965209964,11.760497093200684
579,290.0,57.24205017089844,11.402352333068848
580,290.5,56.707800674438474,11.00936222076416
581,291.0,56.503722763061525,10.78027629852295
582,291.5,56.81300201416016,10.759098052978516
583,292.0,56.41190452575684,10.505423545837402
584,292.5,56.97088432312012,10.548344612121582
585,293.0,56.66278915405273,10.271198272705078
586,293.5,57.016763305664064,10.417499542236328
587,294.0,56.65152397155762,10.253188133239746
588,294.5,57.10686607,10.623451232910156
589,295.0,56.52568244934082,10.49321460723877
590,295.5,56.76133422851562,10.684085845947266
591,296.0,56.32723197937012,10.573948860168455
592,296.5,55.833139801025396,10.21048069000244
593,297.0,55.60059852600098,9.970398902893066
594,297.5,55.40662384033203,9.900977135
595,298.0,55.5535629272461,9.813882827758787
596,298.5,55.89241752624512,9.708865166
597,299.0,57.07476081848145,10.077021598815918
598,299.5,58.69841690063477,10.710509300231934
599,300.0,60.469181060791016,11.190559387207031
600,300.5,62.08617095947265,11.747279167175291
601,301.0,63.60986862182617,12.303711891174316
602,301.5,64.36832656860352,12.846535682678224
603,302.0,64.76562042236328,13.120893478393556
604,302.5,63.98456954956055,12.835317611694336
605,303.0,63.47056274414062,12.616334915161133
606,303.5,63.275464630126955,12.435068130493164
607,304.0,62.52277984619141,12.093513488769531
608,304.5,61.81698150634766,11.620393753051758
609,305.0,62.158254623413086,11.750444412231444
610,305.5,62.37094001770019,12.05223560333252
611,306.0,62.78294143676758,12.318337440490724
612,306.5,63.15620651245118,12.76565933227539
613,307.0,63.81273574829102,13.20553970336914
614,307.5,64.11593246459961,13.467514991760254
615,308.0,64.44717102050781,13.584383010864258
616,308.5,64.83807144165038,13.633788108825684
617,309.0,64.92169418334962,13.668670654296877
618,309.5,65.05247421264649,13.740110397338867
619,310.0,66.14972686767578,14.16805934906006
620,310.5,68.14578323364258,15.062644004821776
621,311.0,69.52059707641601,15.478241920471191
622,311.5,71.2547821044922,16.19060707092285
623,312.0,72.26931304931641,16.332796096801758
624,312.5,73.27293395996094,16.24894142150879
625,313.0,73.5384910583496,15.817997932434082
626,313.5,75.09943542480468,16.080951690673828
627,314.0,75.12192001342774,15.95936679840088
628,314.5,75.23960037231446,16.09399414
629,315.0,74.20326232910156,15.97045898
630,315.5,72.99804763793945,15.979891777038574
631,316.0,70.92264709472656,15.249282836914062
632,316.5,68.58410110473633,14.74583625793457
633,317.0,68.36787338256836,14.645535469055176
634,317.5,68.04571151733398,14.854887008666992
635,318.0,68.41218262,14.97801113128662
636,318.5,69.01954803466796,15.10704517364502
637,319.0,71.21809997558594,15.881945610046388
638,319.5,72.58227462768555,16.30075454711914
639,320.0,72.07255554199219,15.999730110168455
