,time,Q_D/Q_GBD,Q_e/Q_GBD
124,62.5,15.10089111,6.611375809
125,63,15.53030586,6.785689354
126,63.5,16.00613403,7.016543388
127,64,16.48056984,7.271709442
128,64.5,16.95462608,7.517173767
129,65,17.29754257,7.720096588
130,65.5,17.54096222,7.90376997
131,66,17.69430161,7.991538048
132,66.5,17.99023247,8.087072372
133,67,18.42118645,8.26056385
134,67.5,18.90115738,8.468176842
135,68,19.3194809,8.542464256
136,68.5,19.93308258,8.721782684
137,69,20.28720474,8.78954792
138,69.5,20.56394768,8.795105934
139,70,21.01400757,8.930920601
140,70.5,21.48125648,9.223464012
141,71,21.34524918,9.205533028
142,71.5,21.27330017,9.21352005
143,72,21.20286369,9.222284317
144,72.5,20.94614029,9.159144402
145,73,20.69708252,9.264783859
146,73.5,20.24131393,9.305942535
147,74,19.67920494,9.258757591
148,74.5,19.04982948,9.038802147
149,75,18.56702042,8.804270744
150,75.5,18.18586922,8.577421188
151,76,17.90307999,8.513435364
152,76.5,17.59228325,8.459213257
153,77,17.36302757,8.341776848
154,77.5,17.09064293,8.058992386
155,78,17.04389,7.805733204
156,78.5,17.23182678,7.656466484
157,79,17.46306419,7.57114172
158,79.5,17.50483513,7.456250191
159,80,17.81506538,7.529108047
160,80.5,18.15771484,7.78130579
161,81,18.74192429,8.145138741
162,81.5,19.40227509,8.529155731
163,82,20.01567459,8.934407234
164,82.5,20.58372498,9.323769569
165,83,21.00278091,9.588700294
166,83.5,21.63070297,9.981226921
167,84,22.30602837,10.40211487
168,84.5,23.03922844,10.86150265
169,85,23.61373711,11.18589306
170,85.5,24.08163071,11.51523399
171,86,24.70233727,11.89531994
172,86.5,25.46761513,12.34246254
173,87,26.10173607,12.68695354
174,87.5,26.96552086,13.20600796
175,88,27.58550835,13.7229538
176,88.5,28.49864769,14.43186474
177,89,28.53145599,14.55721092
178,89.5,28.78530693,14.63793182
179,90,29.02437973,14.63316059
180,90.5,28.9354744,14.57440281
181,91,28.71884727,14.36282349
182,91.5,28.37584686,14.11223698
183,92,27.69668007,13.77874279
184,92.5,26.8261261,13.24911785
185,93,26.08547592,12.57807636
186,93.5,25.55607605,12.09240818
187,94,24.9878006,11.55435753
188,94.5,24.37234116,10.90997601
189,95,23.7832489,10.47990036
190,95.5,23.28179169,10.18014717
191,96,22.65296745,9.977207184
192,96.5,21.82018661,9.561897278
193,97,20.83678818,9.082015038
194,97.5,19.47455406,8.537199974
195,98,18.05669594,8.106783867
196,98.5,16.76519203,7.758096218
197,99,15.35488605,7.277699471
198,99.5,14.14943981,6.785151005
199,100,13.31795788,6.319775581
200,100.5,12.67437553,5.900354862
201,101,12.42468929,5.613173485
202,101.5,12.34991169,5.53661108
203,102,12.27365589,5.454952717
204,102.5,12.11633873,5.388120651
205,103,12.08843517,5.359738827
206,103.5,11.91235542,5.264101028
207,104,11.71846676,5.248362541
208,104.5,11.51887417,5.230559826
209,105,11.38794041,5.186697006
210,105.5,11.28330326,5.099027157
211,106,11.0973196,4.959014893
212,106.5,11.07331562,4.955121994
213,107,11.09180164,4.952340126
214,107.5,11.16549587,4.971846104
215,108,11.27320862,5.018146992
216,108.5,11.41929436,5.096289635
217,109,11.48427391,5.10284853
218,109.5,11.50178909,5.112474918
219,110,11.69204235,5.247196198
220,110.5,11.89557552,5.376499176
221,111,12.10471058,5.4788661
222,111.5,12.38115597,5.588201046
223,112,12.79331779,5.765756607
224,112.5,13.28689289,6.002067566
225,113,13.89643574,6.280659199
226,113.5,14.45974636,6.518019199
227,114,15.05671597,6.79240036
228,114.5,15.62447739,7.017191887
229,115,16.08140564,7.192145824
230,115.5,16.61246872,7.487244606
231,116,17.01976204,7.757463932
232,116.5,17.6560173,8.144627571
233,117,18.09601974,8.398363113
234,117.5,18.50687599,8.62438488
235,118,18.83037758,8.852054596
236,118.5,19.17160416,9.103664398
237,119,19.16676331,9.135697365
238,119.5,19.02256966,9.014219284
239,120,18.82912827,8.890390396
240,120.5,18.70344925,8.823094368
241,121,18.37236786,8.767840385
242,121.5,18.22025871,8.796048164
243,122,18.28939629,8.913054466
244,122.5,18.45082092,9.059975624
245,123,18.65213394,9.152830124
246,123.5,18.97276306,9.280384064
247,124,19.28378296,9.311758995
248,124.5,19.83062935,9.470183372
249,125,20.55391312,9.706684113
250,125.5,21.19961548,9.917433739
251,126,21.7944088,10.13760948
252,126.5,22.04598236,10.14795971
253,127,22.17017746,10.1680727
254,127.5,22.64944077,10.36958885
255,128,23.16029358,10.65944195
256,128.5,23.92882347,10.97825146
257,129,24.62163544,11.34548283
258,129.5,24.85577583,11.43971443
259,130,24.90904808,11.44509506
260,130.5,24.72960472,11.52512932
261,131,24.09578896,11.3779459
262,131.5,23.58152008,11.25989914
263,132,22.89076996,11.00450325
264,132.5,22.35181999,10.96326447
265,133,21.50346756,10.61520195
266,133.5,21.12040329,10.39075089
267,134,20.49833298,10.054636
268,134.5,20.048769,9.721341133
269,135,19.50534248,9.160669327
270,135.5,19.07180595,8.730258942
271,136,18.62013817,8.360227585
272,136.5,18.21513367,7.933022976
273,137,17.90279007,7.54402113
274,137.5,17.61877441,7.26900959
275,138,17.34682274,7.035633087
276,138.5,17.27362823,6.972354412
277,139,17.18078041,6.874973774
278,139.5,17.07530212,6.772604942
279,140,16.89793015,6.600851536
280,140.5,16.64056778,6.530778885
281,141,16.67975998,6.610860825
282,141.5,16.6226902,6.618093967
283,142,16.38320732,6.56745863
284,142.5,16.35033607,6.661165237
285,143,16.15469933,6.612534523
286,143.5,15.81970978,6.535200119
287,144,15.58503246,6.518681049
288,144.5,15.25627899,6.496117592
289,145,14.86371708,6.408864498
290,145.5,14.44903851,6.315210342
291,146,14.20005322,6.306927681
292,146.5,14.16791153,6.4049716
293,147,14.06291485,6.404485226
294,147.5,14.02032948,6.394961357
295,148,14.04910278,6.368790627
296,148.5,14.12740517,6.329192162
297,149,14.19109058,6.293554306
298,149.5,14.08507347,6.122659683
299,150,14.01757526,5.930993557
300,150.5,13.97694683,5.868629456
301,151,14.0084343,5.854011059
302,151.5,14.025383,5.827976227
303,152,14.09753227,5.83980608
304,152.5,14.04423523,5.842300892
305,153,13.90536594,5.84888649
306,153.5,13.65360165,5.880598545
307,154,13.36847496,5.912778854
308,154.5,13.09758377,5.86631012
309,155,13.05211544,5.899254322
310,155.5,13.09046555,5.938025951
311,156,13.17548275,5.940133572
312,156.5,13.2512207,5.880969524
313,157,13.39202404,5.859064102
314,157.5,13.57535648,5.908733845
315,158,13.77078247,5.958927155
316,158.5,14.04280472,6.06552124
317,159,14.26859188,6.119688511
318,159.5,14.47476387,6.150996208
319,160,14.74584389,6.258158207
320,160.5,14.91857338,6.39170599
321,161,15.00687504,6.531813622
322,161.5,15.07096004,6.643444538
323,162,15.20583725,6.784078121
324,162.5,15.33794403,6.924268246
325,163,15.42959023,7.093761444
326,163.5,15.53436756,7.255908489
327,164,15.65063381,7.437034607
328,164.5,15.63209057,7.505461216
329,165,15.48547554,7.39332819
330,165.5,15.43820667,7.27242136
331,166,15.17933178,7.056154728
332,166.5,14.83612442,6.80775547
333,167,14.56072521,6.61703825
334,167.5,14.22019482,6.447951794
335,168,13.93491745,6.304965496
336,168.5,13.67542553,6.169228077
337,169,13.59267902,6.14991045
338,169.5,13.52364826,6.154759884
339,170,13.5302248,6.135834694
340,170.5,13.53564835,5.989750862
341,171,13.65913677,5.879784107
342,171.5,13.56154251,5.722558498
343,172,13.41450691,5.577693939
344,172.5,13.33853531,5.520245552
345,173,13.26239872,5.480487347
346,173.5,13.27031517,5.513339996
347,174,13.40570927,5.647992611
348,174.5,13.66251659,5.810927391
349,175,13.95356941,5.909157753
350,175.5,14.27189827,6.00383091
351,176,14.63633919,6.111643314
352,176.5,15.1030817,6.274085522
353,177,15.54025841,6.43971014
354,177.5,15.94806576,6.622701168
355,178,16.36244392,6.823852062
356,178.5,16.69968414,6.934080601
357,179,16.96368217,6.96857214
358,179.5,17.30423546,7.077619553
359,180,17.66776848,7.172766685
360,180.5,18.09749031,7.323486328
361,181,18.58543777,7.500855446
362,181.5,19.01967239,7.670162678
363,182,19.58839607,7.880783558
364,182.5,19.83983612,7.923475742
365,183,20.23090744,8.038366318
366,183.5,20.55684853,8.121064186
367,184,20.85624504,8.269568443
368,184.5,21.15280533,8.447228432
369,185,21.42802048,8.584587097
370,185.5,21.89258766,8.868281364
371,186,22.63805771,9.317284584
372,186.5,23.36464691,9.70287323
373,187,23.90488434,9.945324898
374,187.5,24.68628311,10.27771568
375,188,25.44360924,10.58263969
376,188.5,26.0493679,10.85464382
377,189,26.83823013,11.26036263
378,189.5,27.36546326,11.54478168
379,190,27.95230103,11.90980244
380,190.5,28.33872986,12.18370914
381,191,28.24347115,12.26993084
382,191.5,28.27878571,12.48462772
383,192,27.80405235,12.26607323
384,192.5,27.56565285,12.09296417
385,193,27.67433929,12.15834522
386,193.5,27.91636467,12.26335144
387,194,28.23323822,12.35559464
388,194.5,28.37597084,12.18590832
389,195,28.28157425,11.97473335
390,195.5,28.37392807,11.96096706
391,196,28.67557335,11.94868755
392,196.5,28.5507946,11.9841156
393,197,28.41230965,11.89243698
394,197.5,28.27074432,11.8612175
395,198,28.24544907,11.92982006
396,198.5,28.23617935,12.01082134
397,199,27.78746223,11.75622082
398,199.5,27.80377007,11.71940613
399,200,27.9136467,11.65242863
400,200.5,27.72101593,11.43284225
401,201,27.45021439,11.40849686
402,201.5,27.77719879,11.67212009
403,202,27.22814178,11.58436203
404,202.5,27.11416245,11.78544426
405,203,27.0298748,11.90977001
406,203.5,26.53019333,11.83415222
407,204,25.8884182,11.62894726
408,204.5,25.17156029,11.23420143
409,205,24.55658531,10.85095596
410,205.5,23.84063339,10.39966488
411,206,23.10955238,10.03441906
412,206.5,22.67730713,9.780126572
413,207,22.48970795,9.644907951
414,207.5,21.97566414,9.359874725
415,208,22.25066185,9.35061264
416,208.5,22.43868065,9.338125229
417,209,22.57878685,9.418478966
418,209.5,22.43849754,9.233865738
419,210,22.44954491,9.044789314
420,210.5,22.05486298,8.727440834
421,211,22.35038376,8.740969658
422,211.5,22.5918026,8.783514977
423,212,22.80535126,9.038245201
424,212.5,22.95979309,9.272413254
425,213,22.63251305,9.250148773
426,213.5,22.35434151,9.176300049
427,214,22.09269905,9.122783661
428,214.5,21.28887749,8.941230774
429,215,20.57608986,8.866639137
430,215.5,19.74375534,8.693687439
431,216,19.03705978,8.536704063
432,216.5,18.40037727,8.296957016
433,217,17.90544128,8.164756775
434,217.5,17.66490936,8.116074562
435,218,17.73779678,8.1036129
436,218.5,17.84527969,8.033121109
437,219,18.22254944,8.194512367
438,219.5,18.50635719,8.303442001
439,220,18.56206703,8.232040405
440,220.5,18.83187866,8.195187569
441,221,19.33425331,8.334787369
442,221.5,19.88237381,8.569927216
443,222,20.59915161,8.855319023
444,222.5,21.31117249,9.20584774
445,223,21.97093391,9.49090004
446,223.5,22.58491898,9.758930206
447,224,23.41389084,10.21529579
448,224.5,24.08241653,10.52855015
449,225,24.74360466,10.78495407
450,225.5,25.0743103,10.9251852
451,226,25.3765316,11.08010101
452,226.5,25.79198265,11.28264427
453,227,26.2338562,11.47737408
454,227.5,26.49139404,11.55945778
455,228,27.30044365,11.99191284
456,228.5,27.97098923,12.33699799
457,229,28.62940216,12.62329483
458,229.5,28.9265461,12.88474369
459,230,28.65224266,12.86192799
460,230.5,28.25325775,12.75939846
461,231,27.60104179,12.56665897
462,231.5,27.27066994,12.54993629
463,232,26.80805969,12.3408823
464,232.5,26.00206375,12.07597923
465,233,25.47427559,11.95769978
466,233.5,24.56677437,11.37155819
467,234,23.7517643,10.84295082
468,234.5,23.53509903,10.71574497
469,235,22.71982765,10.49652958
470,235.5,22.14058113,10.33192348
471,236,21.59706688,10.18308163
472,236.5,21.34507179,10.11294937
473,237,21.18228912,9.941626549
474,237.5,20.94197464,9.729653358
475,238,21.01573753,9.59714222
476,238.5,20.91826439,9.38906765
477,239,20.60335732,9.017374039
478,239.5,20.90643692,8.983330727
479,240,21.22341728,9.017665863
480,240.5,21.02292252,8.877924919
481,241,21.06764412,8.853506088
482,241.5,21.05378723,8.889400482
483,242,21.13674355,8.961364746
484,242.5,21.01016426,8.776581764
485,243,21.15551376,8.868494034
486,243.5,21.36949348,9.150303841
487,244,21.48571205,9.338952065
488,244.5,21.66188622,9.583233833
489,245,21.90058517,9.841152191
490,245.5,22.11014366,10.03916836
491,246,22.1668148,10.11128902
492,246.5,22.26308823,10.09984398
493,247,22.40552902,9.944586754
494,247.5,22.66275978,9.972358704
495,248,22.98504639,10.04303741
496,248.5,23.27219009,10.02340031
497,249,23.5748024,10.09271336
498,249.5,23.98062134,10.09411812
499,250,24.57751846,10.23642731
500,250.5,25.06338692,10.29758358
501,251,25.01404381,10.05794621
502,251.5,25.3559227,10.05160809
503,252,25.51477242,10.09087372
504,252.5,25.36009789,10.06081867
505,253,25.17436218,10.02741528
506,253.5,25.20075226,10.15374184
507,254,25.25405312,10.28363991
508,254.5,25.52991486,10.35152817
509,255,25.72948074,10.43218613
510,255.5,26.36715317,10.79443455
511,256,26.85734177,11.14961243
512,256.5,27.12639236,11.42676449
513,257,27.53695488,11.70460892
514,257.5,27.37338829,11.79380131
515,258,27.34586143,11.94173622
516,258.5,27.17167473,12.02373028
517,259,27.01547432,12.05840778
518,259.5,27.21390343,12.33442307
519,260,26.95664024,12.27056217
520,260.5,27.01739502,12.45507908
521,261,26.60313606,12.3928442
522,261.5,26.43383217,12.29308987
523,262,26.31271553,12.15852833
524,262.5,26.19818687,12.07557392
525,263,25.73166656,11.82424164
526,263.5,25.73775864,11.91535854
527,264,25.73242378,11.7986269
528,264.5,25.77086258,11.76328468
529,265,25.74460983,11.76882076
530,265.5,25.43331528,11.44831562
531,266,24.64610672,10.75075912
532,266.5,24.22186089,10.25718021
533,267,23.59345436,9.755737305
534,267.5,23.02816582,9.531133652
535,268,22.64889908,9.421442986
536,268.5,22.19982338,9.326148033
537,269,21.4845047,9.025639534
538,269.5,20.80359459,8.672593117
539,270,20.19126892,8.372339249
540,270.5,19.30702591,8.073219299
541,271,18.42753792,7.813251495
542,271.5,17.41005135,7.39246273
543,272,16.86534119,7.103716373
544,272.5,16.44264793,6.984862804
545,273,16.20756149,7.026875496
546,273.5,16.01508331,7.073580265
547,274,15.95901871,7.14456749
548,274.5,15.94437599,7.219359875
549,275,15.87266827,7.189598083
550,275.5,15.84804058,7.257134914
551,276,15.85671902,7.221317768
552,276.5,15.69277668,7.06257534
553,277,15.5661974,7.048232079
554,277.5,15.21032238,6.941677094
555,278,15.01810169,6.797077656
556,278.5,14.79532146,6.558904171
557,279,14.64450359,6.344617844
558,279.5,14.73834801,6.348545551
559,280,14.90063572,6.395689011
560,280.5,15.20481968,6.54462719
561,281,15.74612904,6.840371609
562,281.5,16.32200623,7.085475922
563,282,16.9406414,7.417247295
564,282.5,17.33569908,7.64187479
565,283,17.5998764,7.750142574
566,283.5,17.93828392,7.906437874
567,284,18.02160835,8.01539135
568,284.5,17.87579346,8.072229385
569,285,17.52664948,7.934701443
570,285.5,17.46777153,7.907859802
571,286,17.58179283,7.893597126
572,286.5,17.96596146,8.051138878
573,287,18.5953598,8.266335487
574,287.5,18.81138611,8.271173477
575,288,19.05114937,8.385263443
576,288.5,19.46566582,8.604310989
577,289,20.14169884,8.875665665
578,289.5,20.50105286,9.000987053
579,290,20.89178085,9.194355011
580,290.5,21.5203495,9.438307762
581,291,21.59243011,9.354416847
582,291.5,22.16805649,9.622460365
583,292,22.9353447,9.996824265
584,292.5,23.41303253,10.2782917
585,293,24.04018021,10.6640749
586,293.5,24.77726555,10.99029732
587,294,25.69633865,11.38919735
588,294.5,26.61905479,11.85891438
589,295,27.38553047,12.28784847
590,295.5,28.02074623,12.7518568
591,296,28.58107948,13.08135033
592,296.5,29.52715492,13.44717026
593,297,31.24726486,13.99321938
594,297.5,32.7996254,14.4847908
595,298,33.34341431,14.73391342
596,298.5,33.44369125,14.93457508
597,299,33.35437393,15.11213684
598,299.5,33.33306885,15.33171844
599,300,32.94096756,15.36672878
600,300.5,33.71853638,15.84678841
601,301,33.77938843,15.99939728
602,301.5,33.98992157,16.19869804
603,302,33.93811035,16.18447113
604,302.5,34.73514175,16.36551476
605,303,34.4348793,16.08470535
606,303.5,34.04388428,15.77811623
607,304,33.78353119,15.41849899
608,304.5,33.93460846,15.19236469
609,305,33.71979141,14.63295746
610,305.5,33.34029388,14.00412846
611,306,33.14767075,13.48694706
612,306.5,33.41621399,13.24787045
613,307,34.58663177,13.65394497
614,307.5,34.92445755,13.56869984
615,308,35.59905624,13.74434566
616,308.5,36.15241623,13.78681755
617,309,36.1688652,13.4920311
618,309.5,37.01118088,13.74386787
619,310,37.73125458,14.02076435
620,310.5,39.29623795,14.63133812
621,311,40.40255356,15.19308662
622,311.5,41.29704666,15.65930843
623,312,42.64597702,16.39195824
624,312.5,44.10035324,17.1664238
625,313,44.67472839,17.62398529
626,313.5,44.81063843,17.67680931
627,314,45.01985168,17.95534134
628,314.5,44.68582916,17.9987545
629,315,44.49214172,18.30637932
630,315.5,44.19365311,18.31309128
631,316,42.67634964,17.65254784
632,316.5,40.49673462,16.46479607
633,317,39.44738007,16.01979828
634,317.5,38.55548859,15.67291832
635,318,37.12652969,14.97274399
636,318.5,35.8942337,14.23982716
637,319,35.17871857,13.82330036
638,319.5,34.83266068,13.83762932
639,320,34.25298691,13.75547314
640,320.5,33.89956284,13.71342945
641,321,33.14049149,13.40514851
642,321.5,32.28020477,12.96713161
643,322,32.85520935,13.20765877
644,322.5,32.64270401,13.07709026
645,323,31.98567581,12.92385197
646,323.5,31.30990601,12.75699425
647,324,30.50114441,12.5862484
648,324.5,29.61869812,12.26208496
649,325,28.88858604,11.86971474
650,325.5,28.29534721,11.50536919
651,326,27.95188904,11.44800472
652,326.5,27.49565125,11.30289078
653,327,27.34435463,11.33359623
654,327.5,26.94610214,11.33221245
655,328,25.97009659,11.21400833
656,328.5,25.11821175,11.01089096
657,329,24.21450424,10.6349144
658,329.5,23.89067841,10.40459728
659,330,23.5560112,10.23574066
660,330.5,22.80934525,9.880028725
661,331,22.70540047,9.795825958
662,331.5,21.9381218,9.573947906
663,332,21.06315804,9.300807953
664,332.5,20.57922935,9.329713821
665,333,19.86727333,9.070204735
666,333.5,19.50304985,9.046376228
667,334,18.84872246,8.89522171
668,334.5,18.79575157,9.017821312
669,335,18.6922493,9.081590652
670,335.5,18.28599358,8.832465172
671,336,18.46057129,8.766107559
672,336.5,18.86845016,8.866962433
673,337,19.2348175,9.008645058
674,337.5,19.69741821,9.106809616
675,338,19.94441414,9.049564362
676,338.5,20.16926956,9.01342392
677,339,20.34369659,8.892037392
678,339.5,20.44672394,8.890706062
679,340,20.52765083,9.003734589
680,340.5,20.68853188,9.254776001
681,341,20.62244415,9.466770172
682,341.5,20.1471653,9.433164597
683,342,19.76743507,9.349978447
684,342.5,19.92618179,9.365035057
685,343,19.9677887,9.347514153
686,343.5,19.95292473,9.324520111
687,344,19.69509697,9.188761711
688,344.5,19.45026016,9.02537632
689,345,18.8109417,8.627058983
690,345.5,18.29449081,8.267521858
691,346,17.8153019,7.929872513
692,346.5,17.46780205,7.603134155
693,347,17.42121124,7.498991013
694,347.5,17.65564728,7.590456963
695,348,17.80790329,7.642521858
696,348.5,18.14855957,7.808727264
697,349,18.59259415,8.074643135
698,349.5,18.79995155,8.193585396
699,350,19.06046486,8.357668877
700,350.5,18.96689606,8.350235939
701,351,19.26228523,8.544834137
702,351.5,19.44867516,8.713285446
703,352,19.58013535,8.916934013
704,352.5,19.95984268,9.159851074
705,353,19.95266724,9.044597626
706,353.5,20.17074203,8.886720657
707,354,20.35461807,8.845280647
708,354.5,20.50576973,8.903713226
709,355,20.55997467,8.863428116
710,355.5,20.37410736,8.774195671
711,356,19.87358093,8.52924633
712,356.5,19.53891182,8.305145264
713,357,19.52625847,8.278564453
714,357.5,19.69045448,8.257897377
715,358,19.76270866,8.286990166
716,358.5,20.02289009,8.354153633
717,359,20.34995842,8.470730782
718,359.5,20.49384308,8.442631721
719,360,20.74274063,8.49843502
720,360.5,20.80479813,8.532945633
721,361,20.83459473,8.504904747
722,361.5,20.44661522,8.306210518
723,362,20.43190765,8.25015831
724,362.5,20.56245613,8.191665649
725,363,20.59542656,8.16885376
726,363.5,20.63589287,8.201068878
727,364,21.13979721,8.546730995
728,364.5,21.71419716,8.827219009
729,365,22.21615028,9.071299553
730,365.5,22.78641319,9.24792099
731,366,23.07648277,9.378325462
732,366.5,23.59661102,9.577384949
733,367,23.56655693,9.546451569
734,367.5,23.43606377,9.417597771
735,368,23.15034294,9.156673431
736,368.5,22.88070869,9.071923256
737,369,22.72491074,8.934292793
738,369.5,22.49166489,8.848472595
739,370,22.22119331,8.761048317
740,370.5,22.06731415,8.711411476
741,371,22.42681313,8.939939499
742,371.5,23.06653404,9.357170105
743,372,23.84910393,9.70936203
744,372.5,24.61569214,9.946956635
745,373,25.31397629,10.16745663
746,373.5,26.68667793,10.84338951
747,374,27.5387249,11.20639896
748,374.5,28.7378788,11.89227962
749,375,29.67324638,12.37890244
750,375.5,31.1598568,13.10923386
751,376,32.03657532,13.57145977
752,376.5,33.02833939,14.23358727
753,377,33.7436409,14.75351143
754,377.5,35.03852081,15.4285717
755,378,35.97359085,16.07490921
756,378.5,36.72626114,16.6038475
757,379,37.3336525,16.80140114
758,379.5,37.60381699,16.74109077
759,380,38.55168152,16.99613953
760,380.5,38.86568451,17.17639351
761,381,38.64718628,17.06670952
762,381.5,38.49024963,16.8814888
763,382,38.79780579,17.03090096
764,382.5,39.22097397,16.85395432
765,383,39.64260483,16.78588486
766,383.5,39.48815918,16.54472923
767,384,39.11096191,16.26438713
768,384.5,38.20223618,16.05059242
769,385,35.81480789,15.34655285
770,385.5,32.7758522,14.20808601
771,386,29.83748817,12.99709988
772,386.5,27.59646797,11.92850113
773,387,25.80439568,10.94291878
774,387.5,23.72010422,9.800678253
775,388,22.16121292,8.882891655
776,388.5,20.78663635,8.371834755
777,389,20.09633446,8.098077774
778,389.5,19.271492,7.794164658
779,390,18.49097252,7.42526865
780,390.5,17.75437355,6.987002373
781,391,16.88679504,6.7119174
782,391.5,16.31363869,6.565721035
783,392,15.77196312,6.388775826
784,392.5,15.36507511,6.255484581
785,393,15.32161045,6.381919861
786,393.5,15.17176723,6.413568974
787,394,15.20340443,6.478497505
788,394.5,15.14433384,6.473059654
789,395,15.14233971,6.524716377
790,395.5,15.31268787,6.565835953
791,396,15.43132877,6.537557602
792,396.5,15.45964432,6.464021683
793,397,15.64949131,6.437937737
794,397.5,15.82151413,6.39982748
795,398,15.83267498,6.31731987
796,398.5,16.05291557,6.358996391
797,399,16.15371513,6.381270409
798,399.5,16.421175,6.570527554
799,400,16.75125122,6.805946827
800,400.5,16.947855,6.984224796
801,401,17.44412613,7.215829372
802,401.5,17.87837982,7.404741764
803,402,18.11129761,7.461707115
804,402.5,18.2786541,7.544275761
805,403,18.72275543,7.775389194
806,403.5,19.15502167,7.882430553
807,404,19.71758842,8.060377121
808,404.5,20.49986267,8.346896172
809,405,21.04389,8.519133568
810,405.5,21.3027401,8.47536087
811,406,21.30914688,8.363244057
812,406.5,21.3457222,8.37981987
813,407,21.6788826,8.614015579
814,407.5,22.03063011,8.748470306
815,408,22.40164948,8.856455803
816,408.5,22.68235779,9.029197693
817,409,22.62188911,9.080601692
818,409.5,22.46844101,9.145604134
819,410,22.4263916,9.263419151
